DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,EU28,2019,9.5,bep
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2010,11.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2011,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2012,11.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2013,10.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2014,10.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2015,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2016,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2017,9.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2018,8.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2019,8.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2020,8.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FI,2021,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2010,12.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2011,12.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2012,12.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2013,12.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2014,12.4,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2015,12.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2016,11.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2017,11.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2018,11.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2019,11.2,p
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2020,10.9,p
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FR,2021,10.9,p
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FX,2010,12.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FX,2011,12.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,FX,2012,12.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2010,14.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2011,12.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2014,14.8,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2015,15.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2016,15.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2017,14.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2018,13.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2019,13.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2020,12.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,GE,2021,12.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2010,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2011,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2012,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2013,9.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2014,9.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2015,8.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2016,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2017,8.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2018,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2019,8.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2020,8.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HR,2021,9.2,bp
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2010,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2011,8.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2012,9.1,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2013,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2014,9.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2015,9.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2016,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2017,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2018,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2019,9.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2020,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,HU,2021,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2010,16.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2011,16.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2012,15.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2013,14.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2014,14.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2015,13.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2016,13.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2017,12.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2018,12.5,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2019,12.0,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2020,11.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IE,2021,11.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2010,15.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2011,14.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2012,14.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2013,13.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2014,13.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2015,12.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2016,12.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2017,11.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2018,12.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2019,12.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2020,12.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IS,2021,13.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2010,9.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2011,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2012,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2013,8.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2014,8.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2015,8.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2016,7.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2017,7.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2018,7.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2019,7.0,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2020,6.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,IT,2021,6.8,p
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2010,9.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2011,10.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2012,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2013,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2014,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2015,8.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2016,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2017,8.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2018,9.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2019,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2020,9.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LI,2021,9.6,p
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2010,9.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2011,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2012,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2013,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2014,10.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2015,10.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2016,10.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2017,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2018,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2019,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2020,9.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LT,2021,8.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2010,11.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2011,10.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2012,11.3,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2013,11.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2014,10.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2015,10.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2016,10.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2017,10.4,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2018,10.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2019,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2020,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LU,2021,10.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2010,9.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2011,9.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2012,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2013,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2014,10.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2015,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2016,11.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2017,10.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2018,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2019,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2020,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,LV,2021,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MC,2015,8.1,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MC,2016,7.8,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MC,2018,5.9,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2010,11.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2011,11.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2012,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2013,10.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2014,14.3,be
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2015,14.4,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2016,14.3,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2017,13.3,ep
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2018,12.8,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2019,12.0,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MD,2020,11.7,ep
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2010,12.0,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2011,11.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2012,12.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2013,12.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2014,12.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2015,11.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2016,12.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2017,11.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2018,11.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2019,11.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2020,11.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,ME,2021,11.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2010,11.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2011,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2012,11.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2013,11.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2014,11.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2015,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2016,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2017,10.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2018,10.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2019,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2020,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MK,2021,9.5,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2010,9.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2011,10.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2012,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2013,9.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2014,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2015,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2016,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2017,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2018,9.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2019,8.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2020,8.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,MT,2021,8.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2010,11.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2011,10.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2012,10.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2013,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2014,10.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2015,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2016,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2017,9.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2018,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2019,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2020,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NL,2021,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2010,12.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2011,12.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2012,12.0,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2013,11.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2014,11.5,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2015,11.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2016,11.3,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2017,10.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2018,10.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2019,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2020,9.8,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,NO,2021,10.4,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2010,10.9,b
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2011,10.2,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2012,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2013,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2014,9.9,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2015,9.7,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2016,10.1,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2017,10.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2018,10.2,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2019,9.9,e
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2020,9.4,ep
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PL,2021,8.8,ep
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PT,2010,9.6,
ESTAT:TPS00204(1.0),11/07/22 11:00:00,A,GBIRTHRT_THSP,PT,2011,9.2,
